id,title,author,year,total_weeks,first_week,debut_rank,best_rank,author_count,author_first_name,author_last_name,author_gender,author_race
1194,CRITICAL,Robin Cook,2007,2,2007-08-26,11,11,1,['Robin'],['Cook'],['F'],['white']
1195,CROOKED RIVER,Douglas Preston and Lincoln Child,2020,4,2020-02-23,3,3,2,"['Douglas', 'Lincoln']","['Preston', 'Child']","['M', 'M']","['white', 'white']"
1196,CROSS,James Patterson,2006,15,2006-12-03,1,1,1,['James'],['Patterson'],['M'],['white']
1197,CROSS BONES,Kathy Reichs,2005,3,2005-07-17,9,9,1,['Kathy'],['Reichs'],['F'],[None]
1198,CROSS COUNTRY,James Patterson,2008,11,2008-12-07,1,1,1,['James'],['Patterson'],['M'],['white']
1199,CROSS FIRE,James Patterson,2010,10,2010-12-05,1,1,1,['James'],['Patterson'],['M'],['white']
12,''N'' IS FOR NOOSE,Sue Grafton,1998,7,1998-05-10,2,1,1,['Sue'],['Grafton'],['F'],['white']
120,A GOOD NEIGHBORHOOD,Therese Anne Fowler,2020,1,2020-03-29,5,5,1,['Therese'],['Fowler'],['F'],['white']
1200,CROSS JUSTICE,James Patterson,2015,7,2015-12-13,1,1,1,['James'],['Patterson'],['M'],['white']
1201,CROSS MY HEART,James Patterson,2013,9,2013-12-15,1,1,1,['James'],['Patterson'],['M'],['white']
1202,CROSS ROADS,Wm. Paul Young,2012,11,2012-12-02,10,6,1,['Wm.'],['Young'],[None],['white']
1203,CROSS THE LINE,James Patterson,2016,10,2016-12-11,1,1,1,['James'],['Patterson'],['M'],['white']
1204,CROSSFIRE,Dick Francis and Felix Francis,2010,1,2010-09-05,11,11,2,"['Dick', 'Felix']","['Francis', 'Francis']","['M', 'M']","['white', 'white']"
1205,CROSSINGS,Danielle Steel,1982,24,1982-09-26,10,5,1,['Danielle'],['Steel'],['F'],['white']
1206,CROSSROADS OF TWILIGHT,Robert Jordan,2003,12,2003-01-26,1,1,1,['Robert'],['Jordan'],['M'],['white']
1207,CROW AND WEASEL,Barry Lopez. Illustrated by Tom Pohrt,1990,4,1990-11-18,15,12,1,['Barry'],['Pohrt'],['M'],[None]
1208,CROWN JEWEL,Fern Michaels,2004,1,2004-01-18,15,15,1,['Fern'],['Michaels'],['F'],['white']
1209,CROWNED HEADS,Thomas Tryon,1976,14,1976-07-11,7,5,1,['Thomas'],['Tryon'],['M'],['white']
121,A GOOD WOMAN,Danielle Steel,2008,2,2008-11-16,5,5,1,['Danielle'],['Steel'],['F'],['white']
1210,CRUCIBLE,James Rollins,2019,2,2019-02-10,2,2,1,['James'],['Rollins'],['M'],['white']
1211,CRUEL & UNUSUAL,Patricia D. Cornwell,1993,12,1993-06-27,8,5,1,['Patricia'],['Cornwell'],['F'],['white']
1212,CRUNCH TIME,Diane Mott Davidson,2011,1,2011-04-24,7,7,1,['Diane'],['Davidson'],['F'],['white']
1213,CRUSADER'S CROSS,James Lee Burke,2005,2,2005-07-31,10,10,1,['James'],['Burke'],['M'],['white']
1214,CRY NO MORE,Linda Howard,2003,1,2003-11-23,9,9,1,['Linda'],['Howard'],['F'],['white']
1215,"CRY, THE BELOVED COUNTRY",Alan Paton,1948,25,1948-02-29,15,11,1,['Alan'],['Paton'],['M'],['white']
1216,CRYPTONOMICON,Neal Stephenson,1999,3,1999-05-23,15,12,1,['Neal'],['Stephenson'],['M'],['white']
1217,CRYSTAL GARDENS,Amanda Quick,2012,1,2012-05-13,5,5,1,['Amanda'],['Quick'],['F'],['white']
1218,CUBA,Stephen Coonts,1999,1,1999-08-29,13,13,1,['Stephen'],['Coonts'],['M'],['white']
1219,CUBA LIBRE,Elmore Leonard,1998,5,1998-02-08,13,8,1,['Elmore'],['Leonard'],['M'],['white']
122,A GOOD YARN,Debbie Macomber,2005,1,2005-05-15,14,14,1,['Debbie'],['Macomber'],['F'],['white']
1220,CUBA STRAITS,Randy Wayne White,2015,2,2015-04-12,8,8,1,['Randy'],['White'],['M'],['white']
1221,CUJO,Step hen King,1982,1,1982-01-24,8,8,1,['Step'],['King'],['M'],['white']
1222,CUJO,Stephen King,1981,33,1981-08-16,5,1,1,['Stephen'],['King'],['M'],['white']
1223,CURE,Robin Cook,2010,1,2010-08-29,14,14,1,['Robin'],['Cook'],['F'],['white']
1224,CURIOUS MINDS,Janet Evanovich and Phoef Sutton,2016,3,2016-09-04,3,3,2,"['Janet', 'Phoef']","['Evanovich', 'Sutton']","['F', None]","['white', 'white']"
1225,CURSE OF THE KINGS,Victoria Holt,1973,12,1973-08-19,8,7,1,['Victoria'],['Holt'],['F'],['white']
1226,CURSED,Carol Higgins Clark,2009,2,2009-04-26,9,9,1,['Carol'],['Clark'],['F'],['white']
1227,CURTAIN,Agatha Christie,1975,33,1975-10-05,9,1,1,['Agatha'],['Christie'],['F'],['white']
1228,CUT AND THRUST,Stuart Woods,2014,2,2014-08-03,4,4,1,['Stuart'],['Woods'],['M'],['white']
1229,CUTLASS EMPIRE,F. Van Wyck Mason,1949,22,1949-03-27,13,4,1,['F.'],['Mason'],[None],['white']
123,A GOOD YEAR,Peter Mayle,2004,3,2004-06-20,13,13,1,['Peter'],['Mayle'],['M'],['white']
1230,CYCLOPS,Clive Cussler,1986,14,1986-01-26,6,4,1,['Clive'],['Cussler'],['M'],[None]
1231,D. C. DEAD,Stuart Woods,2012,1,2012-01-15,16,16,1,['Stuart'],['Woods'],['M'],['white']
1232,DADDY,Danielle Steel,1989,22,1989-11-19,2,1,1,['Danielle'],['Steel'],['F'],['white']
1233,DADDY'S GIRLS,Danielle Steel,2020,4,2020-06-28,5,5,1,['Danielle'],['Steel'],['F'],['white']
1234,DADDY'S GONE A HUNTING,Mary Higgins Clark,2013,6,2013-04-28,1,1,1,['Mary'],['Clark'],['F'],['white']
1235,DADDY'S LITTLE GIRL,Mary Higgins Clark,2002,9,2002-05-05,1,1,1,['Mary'],['Clark'],['F'],['white']
1236,DADDY’S GIRL,Lisa Scottoline,2007,3,2007-04-01,3,3,1,['Lisa'],['Scottoline'],['F'],[None]
1237,DAISY JONES & THE SIX,Taylor Jenkins Reid,2019,9,2019-03-24,3,3,1,['Taylor'],['Reid'],['F'],['white']
1238,DAISY KENYON,Elizabeth Janeway,1945,1,1945-11-25,16,16,1,['Elizabeth'],['Janeway'],['F'],['white']
1239,DAISY-HEAD MAYZIE,Dr. Seuss,1995,11,1995-02-19,5,5,1,['Dr.'],['Seuss'],['M'],['white']
124,A GREAT RECKONING,Louise Penny,2016,5,2016-09-18,1,1,1,['Louise'],['Penny'],['F'],['white']
1240,DAMAGE,John Lescroart,2011,2,2011-01-23,12,12,1,['John'],['Lescroart'],['M'],[None]
1241,DAMAGE,Josephine Hart,1991,11,1991-03-31,9,5,1,['Josephine'],['Hart'],['F'],['white']
1242,DAMAGE CONTROL,J. A. Jance,2008,2,2008-08-10,8,8,1,['J.'],['Jance'],['M'],['white']
1243,DAMAGED,Lisa Scottoline,2016,2,2016-09-04,6,6,1,['Lisa'],['Scottoline'],['F'],[None]
1244,DAMASCUS COUNTDOWN,Joel C. Rosenberg,2013,4,2013-03-24,7,7,1,['Joel'],['Rosenberg'],['M'],['white']
1245,DAMASCUS GATE,Robert Stone,1998,4,1998-05-17,13,13,1,['Robert'],['Stone'],['M'],['white']
1246,DAMIA,Anne McCaffrey,1992,1,1992-08-02,15,15,1,['Anne'],['McCaffrey'],['F'],['white']
1247,DAMIA'S CHILDREN,Anne McCaffrey,1993,1,1993-02-21,14,14,1,['Anne'],['McCaffrey'],['F'],['white']
1248,DAMNED,Chuck Palahniuk,2011,2,2011-11-06,6,6,1,['Chuck'],['Palahniuk'],['M'],[None]
1249,DANCE OF DEATH,Douglas Preston and Lincoln Child,2005,4,2005-07-03,5,5,2,"['Douglas', 'Lincoln']","['Preston', 'Child']","['M', 'M']","['white', 'white']"
125,A GREEN DESIRE,Anton Myrer,1982,15,1982-02-07,15,3,1,['Anton'],['Myrer'],['M'],[None]
1250,DANCE OF THE BONES,J. A. Jance,2015,1,2015-09-27,15,15,1,['J.'],['Jance'],['M'],['white']
1251,DANCE WITH THE DEVIL,Kirk Douglas,1990,1,1990-08-05,15,15,1,['Kirk'],['Douglas'],['M'],['white']
1252,DANGER SIGNAL,Phyllis Bottome,1939,3,1939-02-06,5,4,1,['Phyllis'],['Bottome'],['F'],[None]
1253,DANGEROUS,Diana Palmer,2010,1,2010-06-13,13,13,1,['Diana'],['Palmer'],['F'],['white']
1254,DANGEROUS GAMES,Danielle Steel,2017,4,2017-03-26,1,1,1,['Danielle'],['Steel'],['F'],['white']
1255,DANGEROUS KISS,Jackie Collins,1999,4,1999-06-20,15,11,1,['Jackie'],['Collins'],['F'],['white']
1256,DANGEROUS MINDS,Janet Evanovich,2017,3,2017-07-09,5,5,1,['Janet'],['Evanovich'],['F'],['white']
1257,DANGEROUS TO KNOW,Barbara Taylor Bradford,1995,6,1995-07-30,12,9,1,['Barbara'],['Bradford'],['F'],['white']
1258,DANIEL MARTIN,John Fowles,1977,27,1977-09-25,15,4,1,['John'],['Fowles'],['M'],['white']
1259,DANSE MACABRE,Laurell K. Hamilton,2006,3,2006-07-23,4,4,1,['Laurell'],['Hamilton'],['F'],['white']
126,A HAPPY DEATH,Albert Camus,1972,2,1972-07-09,9,9,1,['Albert'],['Camus'],['M'],['white']
1260,DARK AGE,Pierce Brown,2019,1,2019-08-18,5,5,1,['Pierce'],['Brown'],['M'],['white']
1261,DARK ANGEL,Sally Beauman,1990,1,1990-08-19,15,15,1,['Sally'],['Beauman'],['F'],['white']
1262,DARK ASSASSIN,Anne Perry,2006,1,2006-04-16,15,15,1,['Anne'],['Perry'],['F'],['white']
1263,DARK BLOOD,Christine Feehan,2014,1,2014-09-21,12,12,1,['Christine'],['Feehan'],['F'],['white']
1264,DARK CAROUSEL,Christine Feehan,2016,1,2016-08-21,9,9,1,['Christine'],['Feehan'],['F'],['white']
1265,DARK CELEBRATION,Christine Feehan,2006,4,2006-09-24,3,3,1,['Christine'],['Feehan'],['F'],['white']
1266,DARK CURSE,Christine Feehan,2008,3,2008-09-21,1,1,1,['Christine'],['Feehan'],['F'],['white']
1267,DARK FORCE RISING,Timothy Zahn,1992,15,1992-06-07,3,2,1,['Timothy'],['Zahn'],['M'],['white']
1268,DARK HARBOR,Stuart Woods,2006,5,2006-04-30,2,2,1,['Stuart'],['Woods'],['M'],['white']
1269,DARK HORSE,Fletcher Knebel,1972,19,1972-07-16,9,3,1,['Fletcher'],['Knebel'],['M'],['white']
127,A HEARTBEAT AWAY,Michael Palmer,2011,2,2011-03-06,10,10,1,['Michael'],['Palmer'],['M'],['white']
1270,DARK HORSE,Tami Hoag,2002,5,2002-09-15,3,3,1,['Tami'],['Hoag'],['F'],['white']
1271,DARK ILLUSION,Christine Feehan,2019,1,2019-09-22,11,11,1,['Christine'],['Feehan'],['F'],['white']
1272,DARK IN DEATH,J.D. Robb,2018,4,2018-02-18,1,1,1,['J.D.'],['Robb'],[None],['white']
1273,DARK JUSTICE,Jack Higgins,2004,4,2004-09-12,8,8,1,['Jack'],['Higgins'],['M'],['white']
1274,DARK LADY,Richard North Patterson,1999,5,1999-09-12,6,6,1,['Richard'],['Patterson'],['M'],['white']
1275,DARK LEGACY,Christine Feehan,2017,1,2017-09-24,9,9,1,['Christine'],['Feehan'],['F'],['white']
1276,DARK LORD: THE RISE OF DARTH VADER,James Luceno,2005,2,2005-12-11,11,11,1,['James'],['Luceno'],['M'],[None]
1277,DARK LYCAN,Christine Feehan,2013,1,2013-09-22,6,6,1,['Christine'],['Feehan'],['F'],['white']
1278,DARK MATTER,Blake Crouch,2016,4,2016-08-14,14,14,1,['Blake'],['Crouch'],['M'],['white']
1279,DARK MIRROR,Diane Duane,1993,1,1993-11-28,14,14,1,['Diane'],['Duane'],['F'],['white']
128,A HERO OF FRANCE,Alan Furst,2016,1,2016-06-19,7,7,1,['Alan'],['Furst'],['M'],['white']
1280,DARK OF NIGHT,Suzanne Brockmann,2009,1,2009-02-15,6,6,1,['Suzanne'],['Brockmann'],['F'],['white']
1281,DARK OF THE MOON,John Sandford,2007,5,2007-10-21,3,3,1,['John'],['Sandford'],['M'],['white']
1282,DARK PERIL,Christine Feehan,2010,2,2010-09-19,3,3,1,['Christine'],['Feehan'],['F'],['white']
1283,DARK POSSESSION,Christine Feehan,2007,4,2007-09-16,3,3,1,['Christine'],['Feehan'],['F'],['white']
1284,DARK PREDATOR,Christine Feehan,2011,2,2011-09-25,3,3,1,['Christine'],['Feehan'],['F'],['white']
1285,DARK PROMISES,Christine Feehan,2016,1,2016-04-03,9,9,1,['Christine'],['Feehan'],['F'],['white']
1286,DARK RIVERS OF THE HEART,Dean Koontz,1994,10,1994-11-27,12,7,1,['Dean'],['Koontz'],['M'],['white']
1287,DARK ROSE,Maurice Walsh,1938,1,1938-03-28,8,8,1,['Maurice'],['Walsh'],['M'],['white']
1288,DARK SACRED NIGHT,Michael Connelly,2018,9,2018-11-18,3,3,1,['Michael'],['Connelly'],['M'],['white']
1289,DARK SENTINEL,Christine Feehan,2018,1,2018-09-23,8,8,1,['Christine'],['Feehan'],['F'],['white']
129,A HOLOGRAM FOR THE KING,Dave Eggers,2012,1,2012-07-08,16,16,1,['Dave'],['Eggers'],['M'],['white']
1290,DARK SIDE OF THE MOON,Sherrilyn Kenyon,2006,2,2006-06-18,7,7,1,['Sherrilyn'],['Kenyon'],['F'],['white']
1291,DARK SLAYER,Christine Feehan,2009,3,2009-09-20,1,1,1,['Christine'],['Feehan'],['F'],['white']
1292,DARK SONG,Christine Feehan,2020,1,2020-09-20,15,15,1,['Christine'],['Feehan'],['F'],['white']
1293,DARK STORM,Christine Feehan,2012,1,2012-10-21,7,7,1,['Christine'],['Feehan'],['F'],['white']
1294,DARK SUMMER,Iris Johansen,2008,2,2008-11-09,10,10,1,['Iris'],['Johansen'],['F'],['white']
1295,DARK TORT,Diane Mott Davidson,2006,4,2006-04-30,4,4,1,['Diane'],['Davidson'],['F'],['white']
1296,DARK TRIBUTE,Iris Johansen,2019,1,2019-04-14,15,15,1,['Iris'],['Johansen'],['F'],['white']
1297,DARK WOLF,Christine Feehan,2014,1,2014-01-26,3,3,1,['Christine'],['Feehan'],['F'],['white']
1298,DARKER AFTER MIDNIGHT,Lara Adrian,2012,1,2012-02-12,9,9,1,['Lara'],['Adrian'],['F'],['white']
1299,DARKNESS,John Saul,1991,4,1991-07-21,12,11,1,['John'],['Saul'],['M'],['white']
13,10 LB. PENALTY,Dick Francis,1997,7,1997-10-12,5,5,1,['Dick'],['Francis'],['M'],['white']
130,A HOUSE DIVIDED,Pearl S. Buck,1935,8,1935-01-28,8,4,1,['Pearl'],['Buck'],['F'],['white']
1300,DARKSABER,Kevin J. Anderson,1995,3,1995-10-22,15,12,1,['Kevin'],['Anderson'],['M'],['white']
1301,DARTH BANE: PATH OF DESTRUCTION,Drew Karpyshyn,2006,2,2006-10-15,11,11,1,['Drew'],['Karpyshyn'],['M'],[None]
1302,DARTH BANE: RULE OF TWO,Drew Karpyshyn,2008,2,2008-01-13,14,12,1,['Drew'],['Karpyshyn'],['M'],[None]
1303,DARTH MAUL: Shadow Hunter,Michael Reaves,2001,4,2001-02-18,9,9,1,['Michael'],['Reaves'],['M'],['white']
1304,DARTH PLAGUEIS,James Luceno,2012,2,2012-01-29,4,4,1,['James'],['Luceno'],['M'],[None]
1305,DASHING THROUGH THE SNOW,Debbie Macomber,2015,1,2015-10-25,15,15,1,['Debbie'],['Macomber'],['F'],['white']
1306,DASHING THROUGH THE SNOW,Mary Higgins Clark and Carol Higgins Clark,2008,2,2008-12-07,9,9,2,"['Mary', 'Carol']","['Clark', 'Clark']","['F', 'F']","['white', 'white']"
1307,DATING GAME,Danielle Steel,2003,6,2003-03-23,3,3,1,['Danielle'],['Steel'],['F'],['white']
1308,DAUGHTER OF FORTUNE,Isabel Allende,1999,13,1999-11-07,15,4,1,['Isabel'],['Allende'],['F'],['hispanic']
1309,DAUGHTER OF SILENCE,Morris L. West,1961,21,1961-12-10,11,5,1,['Morris'],['West'],['M'],['white']
131,A HOUSEFUL OF LOVE,Marjorie Housepian,1957,4,1957-07-21,14,13,1,['Marjorie'],['Housepian'],['F'],['white']
1310,DAVID THE KING,Gladys Schmitt,1946,18,1946-03-17,11,3,1,['Gladys'],['Schmitt'],['F'],['white']
1311,DAWN AT LYONESSE,Mary Ellen Chase,1938,2,1938-03-21,7,7,1,['Mary'],['Chase'],['F'],['white']
1312,DAY OF CONFESSION,Allan Folsom,1998,3,1998-10-04,15,12,1,['Allan'],['Folsom'],['M'],['white']
1313,DAY OF RECKONING,Jack Higgins,2000,5,2000-03-19,10,9,1,['Jack'],['Higgins'],['M'],['white']
1314,DAY OF THE CHEETAH,Dale Brown,1989,9,1989-07-02,10,8,1,['Dale'],['Brown'],['M'],['white']
1315,DAY SHIFT,Charlaine Harris,2015,1,2015-05-24,15,15,1,['Charlaine'],['Harris'],['F'],['white']
1316,DAYBREAK,Belva Plain,1994,2,1994-05-08,16,15,1,['Belva'],['Plain'],['F'],['white']
1317,DAYLIGHT,David Baldacci,2020,1,2020-12-06,2,2,1,['David'],['Baldacci'],['M'],['white']
1318,DAYS AND NIGHTS,Konstantine Simonov,1945,11,1945-11-18,15,9,1,['Konstantine'],['Simonov'],['M'],[None]
1319,DAYS OF INFAMY,Newt Gingrich and William R. Forstchen,2008,1,2008-05-18,11,11,2,"['Newt', 'William']","['Gingrich', 'Forstchen']","['M', 'M']","['white', None]"
132,A JOURNEY TO MATECUMBE,Robert Lewis Taylor,1961,22,1961-05-21,14,8,1,['Robert'],['Taylor'],['M'],['white']
1320,DAZZLE,Judith Krantz,1990,14,1990-12-02,8,3,1,['Judith'],['Krantz'],['F'],['white']
1321,DEACON KING KONG,James McBride,2020,4,2020-03-22,14,7,1,['James'],['McBride'],['M'],['white']
1322,DEAD AIM,Iris Johansen,2003,4,2003-04-20,6,6,1,['Iris'],['Johansen'],['F'],['white']
1323,DEAD AND GONE,Charlaine Harris,2009,23,2009-05-24,1,1,1,['Charlaine'],['Harris'],['F'],['white']
1324,DEAD AS A DOORNAIL,Charlaine Harris,2005,1,2005-05-22,14,14,1,['Charlaine'],['Harris'],['F'],['white']
1325,DEAD EVER AFTER,Charlaine Harris,2013,5,2013-05-26,1,1,1,['Charlaine'],['Harris'],['F'],['white']
1326,DEAD HEAT,Dick Francis and Felix Francis,2007,4,2007-10-07,3,3,2,"['Dick', 'Felix']","['Francis', 'Francis']","['M', 'M']","['white', 'white']"
1327,DEAD HEAT,Joel C. Rosenberg,2008,6,2008-04-06,4,4,1,['Joel'],['Rosenberg'],['M'],['white']
1328,DEAD HEAT,Patricia Briggs,2015,2,2015-03-22,8,8,1,['Patricia'],['Briggs'],['F'],['white']
1329,DEAD ICE,Laurell K. Hamilton,2015,1,2015-06-28,7,7,1,['Laurell'],['Hamilton'],['F'],['white']
133,A KISS OF SHADOWS,Laurell K. Hamilton,2000,1,2000-10-22,14,14,1,['Laurell'],['Hamilton'],['F'],['white']
1330,DEAD IN THE FAMILY,Charlaine Harris,2010,10,2010-05-23,1,1,1,['Charlaine'],['Harris'],['F'],['white']
1331,DEAD IN THE WATER,Stuart Woods,1997,4,1997-08-31,16,11,1,['Stuart'],['Woods'],['M'],['white']
1332,DEAD MAN'S WALK,Larry McMurtry,1995,7,1995-09-17,7,7,1,['Larry'],['McMurtry'],['M'],['white']
1333,DEAD OF NIGHT,Randy Wayne White,2005,1,2005-04-10,14,14,1,['Randy'],['White'],['M'],['white']
1334,DEAD OR ALIVE,Tom Clancy and Grant Blackwood,2011,1,2011-03-20,15,15,2,"['Tom', 'Grant']","['Clancy', 'Blackwood']","['M', 'M']","['white', 'white']"
1335,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,2010,12,2010-12-26,1,1,1,['Tom'],['Blackwood'],['M'],['white']
1336,DEAD RECKONING,Charlaine Harris,2011,10,2011-05-22,1,1,1,['Charlaine'],['Harris'],['F'],['white']
1337,DEAD RINGER,Lisa Scottoline,2003,4,2003-06-15,5,5,1,['Lisa'],['Scottoline'],['F'],[None]
1338,DEAD SILENCE,Randy Wayne White,2009,3,2009-03-29,7,7,1,['Randy'],['White'],['M'],['white']
1339,DEAD SLEEP,Greg Iles,2001,1,2001-07-29,13,13,1,['Greg'],['Iles'],['M'],['white']
134,A KISS REMEMBERED,Sandra Brown,2002,1,2002-04-28,15,15,1,['Sandra'],['Brown'],['F'],['white']
1340,DEAD WATCH,John Sandford,2006,6,2006-06-04,2,2,1,['John'],['Sandford'],['M'],['white']
1341,DEAD WRONG,J. A. Jance,2006,3,2006-08-13,8,8,1,['J.'],['Jance'],['M'],['white']
1342,DEAD ZERO,Stephen Hunter,2011,1,2011-01-16,14,14,1,['Stephen'],['Hunter'],['M'],['white']
1343,DEADEYE DICK,Kurt Vonnegut,1982,14,1982-11-14,13,8,1,['Kurt'],['Vonnegut'],['M'],[None]
1344,DEADFALL,Linda Fairstein,2017,1,2017-08-13,12,12,1,['Linda'],['Fairstein'],['F'],[None]
1345,DEADLINE,John Sandford,2014,6,2014-10-26,1,1,1,['John'],['Sandford'],['M'],['white']
1346,DEADLINE,Sandra Brown,2013,2,2013-10-13,7,7,1,['Sandra'],['Brown'],['F'],['white']
1347,DEADLOCK,Catherine Coulter,2020,1,2020-08-16,8,8,1,['Catherine'],['Coulter'],['F'],['white']
1348,DEADLOCK,Iris Johansen,2009,1,2009-05-10,8,8,1,['Iris'],['Johansen'],['F'],['white']
1349,DEADLOCKED,Charlaine Harris,2012,6,2012-05-20,1,1,1,['Charlaine'],['Harris'],['F'],['white']
135,A KNIGHT OF THE SEVEN KINGDOMS,George R. R. Martin,2015,10,2015-10-25,2,2,1,['George'],['Martin'],['M'],['white']
1350,DEADLY ASSETS,W. E. B. Griffin and William E. Butterworth IV,2015,1,2015-08-23,13,13,2,"['W.', 'William']","['Griffin', 'IV']","[None, 'M']","['white', 'api']"
1351,DEADLY DECISIONS,Kathy Reichs,2000,4,2000-08-13,12,12,1,['Kathy'],['Reichs'],['F'],[None]
1352,DEADLY EMBRACE,Jackie Collins,2002,1,2002-06-30,13,13,1,['Jackie'],['Collins'],['F'],['white']
1353,DEADLY HEAT,Richard Castle,2013,2,2013-10-06,8,8,1,['Richard'],['Castle'],['M'],['white']
1354,DEADLY STAKES,J. A. Jance,2013,1,2013-02-24,12,12,1,['J.'],['Jance'],['M'],['white']
1355,DEAR AND GLORIOUS PHYSICIAN,Taylor Caldwell,1959,64,1959-04-05,7,3,1,['Taylor'],['Caldwell'],['F'],['white']
1356,DEAR EDWARD,Ann Napolitano,2020,8,2020-01-26,2,2,1,['Ann'],['Napolitano'],['F'],['white']
1357,DEAR JOHN,Nicholas Sparks,2006,11,2006-11-26,1,1,1,['Nicholas'],['Sparks'],['M'],['white']
1358,DEAR LIFE,Alice Munro,2012,1,2012-12-02,15,15,1,['Alice'],['Munro'],['F'],['white']
1359,DEAR MILI,Wilhelm Grimm,1988,10,1988-11-20,11,5,1,['Wilhelm'],['Grimm'],['M'],['white']
136,A LEGACY,Sybille Bedford,1957,16,1957-03-03,15,8,1,['Sybille'],['Bedford'],['F'],['white']
1360,DEARLY BELOVED,Anne Morrow Lindbergh,1962,32,1962-06-17,12,2,1,['Anne'],['Lindbergh'],['F'],['white']
1361,DEATH AND HONOR,W. E. B. Griffin and William E. Butterworth IV,2008,2,2008-06-22,9,9,2,"['W.', 'William']","['Griffin', 'IV']","[None, 'M']","['white', 'api']"
1362,DEATH ANGEL,Linda Fairstein,2013,1,2013-08-18,12,12,1,['Linda'],['Fairstein'],['F'],[None]
1363,DEATH ANGEL,Linda Howard,2008,2,2008-07-20,9,9,1,['Linda'],['Howard'],['F'],['white']
1364,DEATH BEAM,Robert Moss,1981,1,1981-12-06,15,15,1,['Robert'],['Moss'],['M'],['white']
1365,DEATH COMES TO PEMBERLEY,P. D. James,2011,13,2011-12-25,4,3,1,['P.'],['James'],['F'],['white']
1366,DEATH DANCE,Linda Fairstein,2006,3,2006-02-05,4,4,1,['Linda'],['Fairstein'],['F'],[None]
1367,DEATH ECHO,Elizabeth Lowell,2010,1,2010-06-27,15,15,1,['Elizabeth'],['Lowell'],['F'],['white']
1368,DEATH IN HER HANDS,Ottessa Moshfegh,2020,1,2020-07-12,15,15,1,['Ottessa'],['Moshfegh'],[None],[None]
1369,DEATH IN HOLY ORDERS,P. D. James,2001,10,2001-04-29,7,7,1,['P.'],['James'],['F'],['white']
137,A LEGACY OF SPIES,John le Carré,2017,6,2017-09-24,1,1,1,['John'],['Carré'],['M'],[None]
1370,DEATH IN PARADISE,Robert B. Parker,2001,3,2001-10-21,7,7,1,['Robert'],['Parker'],['M'],['white']
1371,DEATH IN THE AIR,Agatha Christie,1935,1,1935-04-01,5,5,1,['Agatha'],['Christie'],['F'],['white']
1372,DEATH OF KINGS,Bernard Cornwell,2012,3,2012-02-05,2,2,1,['Bernard'],['Cornwell'],['M'],['white']
1373,DEATH OF THE FOX,George P. Garrett,1971,2,1971-11-07,10,9,1,['George'],['Garrett'],['M'],['white']
1374,DEATH ON THE D-LIST,Nancy Grace,2010,1,2010-08-29,13,13,1,['Nancy'],['Grace'],['F'],['white']
1375,DEATH QUEST,L. Ron Hubbard,1987,4,1987-01-25,15,10,1,['L.'],['Hubbard'],[None],['white']
1376,DEATH STAR,Michael Reaves and Steve Perry,2007,1,2007-11-04,15,15,2,"['Michael', 'Steve']","['Reaves', 'Perry']","['M', 'M']","['white', 'white']"
1377,DEATH TROOPERS,Joe Schreiber,2009,1,2009-11-01,13,13,1,['Joe'],['Schreiber'],['M'],['white']
1378,DEATH WEARS A BEAUTY MASK AND OTHER STORIES,Mary Higgins Clark,2015,2,2015-05-17,12,12,1,['Mary'],['Clark'],['F'],['white']
1379,DEATH'S MISTRESS,Terry Goodkind,2017,1,2017-02-12,10,10,1,['Terry'],['Goodkind'],['M'],['white']
138,A LESSON IN SECRETS,Jacqueline Winspear,2011,1,2011-04-10,6,6,1,['Jacqueline'],['Winspear'],['F'],['white']
1380,DEATH’S EXCELLENT VACATION,edited by Charlaine Harris and Toni L. P. Kelner,2010,1,2010-08-22,8,8,2,"['edited', 'Toni']","['Harris', 'Kelner']","[None, 'F']","['white', 'white']"
1381,DEBORAH,Marian Castle,1946,5,1946-06-16,16,13,1,['Marian'],['Castle'],['F'],['white']
1382,DEBT OF HONOR,Tom Clancy,1994,25,1994-09-04,1,1,1,['Tom'],['Clancy'],['M'],['white']
1383,DECEIVED,Paul S. Kemp,2011,1,2011-04-10,13,13,1,['Paul'],['Kemp'],['M'],['white']
1384,DECEMBER 6,Martin Cruz Smith,2002,1,2002-10-27,13,13,1,['Martin'],['Smith'],['M'],['white']
1385,DECEPTION,Amanda Quick,1993,2,1993-06-27,15,15,1,['Amanda'],['Quick'],['F'],['white']
1386,DECEPTION,Jonathan Kellerman,2010,4,2010-04-18,4,4,1,['Jonathan'],['Kellerman'],['M'],['white']
1387,DECEPTION,Philip Roth,1990,3,1990-04-01,15,13,1,['Philip'],['Roth'],['M'],['white']
1388,DECEPTION ON HIS MIND,Elizabeth George,1997,6,1997-07-20,15,8,1,['Elizabeth'],['George'],['F'],['white']
1389,DECEPTIONS,Judith Michael,1982,2,1982-05-30,11,11,1,['Judith'],['Michael'],['F'],['white']
139,A LICK OF FROST,Laurell K. Hamilton,2007,3,2007-11-11,2,2,1,['Laurell'],['Hamilton'],['F'],['white']
1390,DECIDER,Dick Francis,1993,8,1993-10-31,11,7,1,['Dick'],['Francis'],['M'],['white']
1391,DECISION AT DELPHI,Helen MacInnes,1960,26,1960-11-13,15,5,1,['Helen'],['MacInnes'],['F'],['white']
